109.323,41.7044,118.113
45.0623,4.66135,14.0841
106.997,88.0072,67.6598
62.0809,77.4135,46.4871
54.9838,116.251,105.081
22.7701,1.7848,47.3681
6.05524,14.6023,110.6
91.2248,38.8752,24.6138
115.056,81.123,45.0167
7.91667,27.3282,30.9076
106.803,8.65171,72.6121
96.9162,53.714,77.2734
111,32.7111,37.2806
50.6601,94.792,114.694
97.1472,21.7758,102.945
74.2284,44.5459,104.729
121.597,50.6012,119.332
104.197,13.826,30.207
0.810417,0.881779,111.33
45.8271,8.79844,10.6583
76.7348,115.601,19.31
21.3468,84.5175,73.024
98.6203,67.5178,105.735
7.90085,118.178,72.5271
122.595,87.325,94.3029
97.5396,33.5534,10.8489
74.269,27.1499,61.45
65.6007,3.34654,75.276
95.8077,4.15696,76.1578
79.1377,49.9841,84.9562
89.796,126.719,72.5575
109.106,20.0657,29.0751
54.1299,118.686,96.5929
31.865,126.587,86.7707
104.392,121.182,46.0957
70.6951,90.7213,79.6491
81.5439,36.9902,106.799
14.994,102.591,110.146
90.2699,70.3987,114.303
38.4277,21.5364,36.2866
123.384,111.332,35.0055
67.9414,92.4383,55.0712
97.0165,18.5682,45.7571
65.6094,50.4332,44.3439
24.3801,26.8253,37.5256
70.4759,97.5204,0.246833
22.125,51.0643,37.2371
0.924044,66.0583,11.828
111.07,28.3282,82.2267
97.3722,66.7559,103.763
5.65886,62.1398,87.0954
40.6643,2.08123,51.5336
95.7355,99.0977,70.1018
13.4926,36.7071,120.535
57.8365,61.0872,19.3603
95.3621,3.56309,116.881
95.6089,25.6881,39.945
4.84597,26.6121,106.003
16.674,9.68177,6.33151
98.9007,107.054,73.0874
74.6637,112.713,7.22722
33.7591,25.3772,9.30844
85.2927,121.113,108.406
27.3945,6.60531,17.1133
19.9295,64.4418,78.2006
39.2897,31.8039,81.7636
28.1704,127.413,107.452
68.1154,4.25874,6.06385
46.1187,20.9327,15.7456
52.4502,119.833,122.8
125.538,66.4971,107.512
4.76485,100.256,4.88964
14.0733,57.5488,126.002
122.479,84.9433,4.60764
11.5928,104.873,69.0494
89.7934,16.1625,100.853
43.557,44.3329,100.266
23.0087,112.448,104.525
29.0726,30.5671,125.458
44.8182,83.0173,117.291
39.6178,80.5549,55.788
19.1303,85.3198,28.0441
24.0199,99.3931,85.5929
22.0222,93.8725,42.5362
26.6299,105.465,19.409
95.6793,67.2587,35.5715
68.5326,110.816,79.9044
40.7987,5.8244,64.3528
17.3235,34.897,94.9198
14.7811,79.7152,49.9371
4.07197,119.333,2.49201
59.86,10.4632,87.8118
87.9041,34.4831,59.2048
45.497,56.5054,25.0774
88.0332,83.1353,2.54268
107.442,50.8146,69.8014
15.0137,119.347,52.617
94.9182,32.1459,58.4414
31.271,49.4694,93.3384
126.191,64.2504,45.0536
48.1279,68.3224,36.3866
50.6199,0.182358,46.8498
10.4317,88.0864,81.333
69.6365,5.58342,9.83834
94.7138,93.6166,92.9736
97.2565,73.0589,15.7882
39.0579,88.0726,7.13534
91.6749,54.9908,39.2812
22.1163,86.2617,88.7506
115.455,84.4525,25.001
32.5083,4.58037,93.3234
68.8949,55.2003,93.5058
115.745,65.6319,53.5922
69.0777,7.2684,59.1756
78.9161,101.982,24.7923
43.8896,71.2387,97.8511
59.6778,110.297,57.9237
66.8131,73.9715,112.914
106.094,96.0879,71.1762
66.8449,83.5426,27.6287
91.846,116.051,32.209
57.1694,56.9459,87.4093
22.6751,44.6906,25.0412
76.2673,113.768,32.3096
7.44296,64.6844,6.29184
32.2352,108.574,77.5306
2.08632,40.2518,59.8272
60.01,107.065,5.79873
44.9245,85.1593,101.887
116.101,24.0043,57.4292
15.7293,115.85,45.4801
47.9383,45.0196,102.426
7.34762,67.6947,19.1166
32.3888,15.9621,4.88494
64.6984,23.405,69.5693
70.9903,55.6402,50.1433
20.5209,57.7266,90.3952
80.3481,117.737,69.4602
86.1468,34.6611,26.6195
60.0334,22.7617,50.6237
117.463,38.491,38.474
34.9427,86.4294,83.4936
9.36875,93.777,23.1883
28.4854,126.166,39.1504
33.3703,62.8643,62.5554
102.94,5.85454,118.196
25.083,26.3754,47.9222
115.478,106.723,37.6588
56.9383,64.8703,72.3199
83.5578,124.904,95.0816
6.18153,114.366,5.5726
44.6555,21.3091,92.002
0.149045,30.6778,57.7789
23.3373,59.1632,55.9447
62.4877,92.5335,118.809
125.043,67.4731,124.664
115.239,92.5561,23.0389
35.1609,80.0342,1.76242
72.8197,8.97252,66.6327
17.1396,92.5303,63.5364
112.221,98.7118,49.9028
117.794,15.3673,71.2118
81.7957,15.5164,101.89
11.5746,38.8537,33.0528
67.5193,101.341,125.586
58.3283,98.3844,65.0594
54.9918,85.6231,29.6155
78.0308,120.784,109.65
79.7932,65.6038,118.622
18.4259,82.7433,83.1525
81.9624,66.9644,53.8644
3.86512,56.7582,69.2317
75.0769,10.5539,84.748
48.9666,22.1285,123.602
82.0194,89.6479,96.9431
79.6057,19.9762,67.3275
16.6651,74.968,24.9507
46.2806,24.9988,17.7347
27.9303,104.792,83.3385
18.5526,123.218,38.0818
101.705,77.1803,105.046
27.5694,81.0454,33.8044
96.8011,28.1223,44.3583
53.5491,77.0889,66.4868
49.1508,31.1082,28.1347
18.0939,110.714,48.1108
85.4214,127.379,123.079
110.372,45.6596,20.0776
0.106846,73.5899,124.87
83.4453,92.1424,120.088
121.527,65.8475,69.2678
98.5733,93.417,22.3131
4.37775,62.2181,50.4354
48.7361,115.767,127.524
115.223,36.918,30.6325
15.3575,55.012,13.3464
63.4684,12.4334,12.7254
58.5472,122.806,58.3849
78.6249,122.912,3.97482
75.4945,78.3577,96.1173
67.582,71.8848,33.9648
8.84976,42.4581,127.382
31.1629,46.8359,61.5998
81.5983,95.5719,49.367
81.1226,82.7948,86.285
111.755,98.1524,13.297
125.101,33.6207,25.7304
9.8268,92.168,20.5359
68.2117,42.7929,15.4483
72.1866,118.287,93.806
40.3038,57.8694,37.6908
74.2686,66.7191,80.1489
73.6503,97.882,126.985
7.25009,51.4803,94.5567
56.6171,4.60287,49.3516
14.9021,116.358,19.5039
28.199,113.459,53.1247
53.9294,123.286,17.2927
74.4653,63.4979,60.0855
89.9136,7.68445,50.3729
55.7196,47.9883,108.242
93.4104,122.257,46.9614
45.5593,67.9071,16.8434
44.5441,75.1572,68.3238
11.1008,3.77429,72.9266
60.4524,18.6764,61.2846
79.9563,46.8754,46.7439
5.081,100.805,42.0301
22.3737,47.2702,105.528
82.4592,9.18378,113.212
4.83209,64.9034,33.2007
113.074,30.3138,27.4575
32.0358,75.8731,95.3646
48.8792,120.417,42.5219
117.203,3.518,46.2962
62.1296,63.9704,64.9725
123.414,15.9267,111.848
42.1581,21.0077,84.6527
84.1882,43.3814,3.92291
61.7162,125.841,13.1067
46.9286,2.67267,78.0101
80.1292,115.747,108.324
107.587,19.7828,56.1969
74.9514,68.6621,48.6141
117.473,57.8651,52.1321
35.7694,119.995,116.102
100.742,115.409,4.02919
84.5899,29.567,25.0369
41.2426,113.755,68.4183
45.1655,47.4714,66.2589
58.2722,94.4,68.9316
8.28227,46.5292,56.6786
116.606,26.116,76.4614
44.803,101.067,17.1235
93.4171,90.5407,74.9886
17.5491,126.31,66.9834
5.6516,99.052,54.3923
9.68079,55.6419,83.9594
34.7177,96.8845,69.7146
103.136,14.05,117.186
41.3949,72.3222,83.5859
110.326,80.6045,2.11516
39.0051,69.2106,28.2311
115.467,114.014,1.29853
4.59005,79.4307,91.8392
79.5787,96.9798,90.1493
18.5621,102.631,61.2013
72.9544,112.312,116.843
28.9137,19.0299,85.7277
98.6283,122.166,99.7777
87.8143,35.5609,44.0999
43.4002,17.8873,124.704
45.5154,56.8924,65.915
73.7465,44.3589,51.9286
75.0451,48.949,3.35931
38.8843,0.527664,100.339
1.03353,19.0897,74.9705
62.2348,92.0441,59.2827
51.078,120.958,78.3127
8.80573,91.5862,72.4786
108.583,51.4005,108.039
24.6834,94.8007,125.927
21.3878,12.3161,54.8192
87.3028,86.0626,99.1781
11.2314,33.1077,20.1271
14.5907,71.9919,20.6547
114.93,73.0255,39.7445
61.9004,7.26029,3.7886
121.183,58.3383,124.746
71.4958,67.144,88.3326
15.9744,47.7275,11.7331
124.014,72.4109,106.534
121.941,93.7986,118.85
48.7598,53.1015,76.9125
19.938,64.3329,110.02
40.065,78.9236,54.0121
60.7198,65.8535,127.038
100.464,127.754,6.29781
104.253,120.937,64.6361
100.999,64.4329,3.78016
61.3319,80.4073,51.5076
73.065,76.4211,123.918
51.5988,70.3618,89.7171
42.4486,119.122,14.8186
119.361,11.0596,79.1515
101.381,51.1246,30.0751
27.3933,111.844,95.9286
26.4308,84.3086,95.6826
32.7286,60.5615,88.6196
97.3647,33.5608,25.0525
101.145,94.8927,105.46
24.6525,39.9577,53.8809
20.571,91.5564,124.243
110.288,6.00504,115.364
125.107,125.366,126.424
76.2582,98.7473,49.5486
106.333,126.141,33.393
74.262,24.5713,117.702
41.9445,57.2999,50.2631
2.56417,26.6646,83.8239
27.6167,127.81,50.7166
5.07644,24.462,90.6742
58.9574,45.033,54.2307
55.2001,27.3212,60.2357
42.5644,24.4279,57.6018
40.9884,100.686,28.3491
90.537,79.0195,26.4897
123.93,25.2815,51.061
113.632,67.226,108.361
35.8947,69.7902,7.02556
119.719,97.4069,6.83508
42.4351,102.483,31.2971
5.10933,33.4406,76.3301
59.34,88.6407,103.651
119.576,3.20512,0.0792591
49.1775,44.1935,100.765
77.5266,6.73044,51.7849
104.016,2.66038,77.0664
27.0773,116.292,16.2924
7.43821,24.1866,86.0826
14.4638,15.9051,55.4894
21.2989,58.3402,29.9727
52.596,63.4496,63.4134
0.926102,122.79,24.0541
104.577,114.365,27.2592
104.657,35.5428,71.4527
77.4221,113.069,78.1831
1.207,89.0857,80.8435
78.2734,116.163,69.1354
94.5658,123.601,93.3221
52.6483,10.065,109.227
108.138,31.3638,39.5674
10.1105,83.9598,103.017
73.5239,84.8859,97.8066
